id,prompt_id,issue,party
lub78x2,29,EI,
lub752a,30,EI,
lub7pr7,31,EI,
lub85r8,32,EI,ALP
lu9yobi,33,EI,
lubauwk,34,EI,
lubekue,35,EI,
luakhfm,36,EI,
lube4hi,38,COL,
lufe74f,39,COL,
luchygo,40,COL,
lufehya,41,H,ALP
lubmbf9,42,COL,
luacf5m,43,COL,
luacjv0,44,COL,
lubbxw6,45,COL,
lud8qen,46,COL,ALP
lubbqn5,47,COL,
luaeldi,48,COL,
lubmd68,49,COL,
luc51b3,50,COL,
lueryix,51,COL,
lubzb2t,52,COL,
lueil25,53,COL,
lu9aii9,54,COL,
lu9o1ih,55,COL,
lu9meap,56,COL,
lu99d5m,57,COL,
lu98qlg,58,COL,
lu9gwdv,59,COL,
lu9ztkz,60,COL,
lubn0es,61,COL,
lubpji5,62,COL,
lu9h4fh,63,COL,
lu9h95i,64,COL,
lubp7k3,65,,LNP
luboy66,66,COL,
lu9cmpf,67,COL,
lubtprx,68,COL,
lubtyz3,69,COL,
lucgzqc,70,COL,
lubua1a,71,COL,
lueriqi,72,COL,LNP
lu99tln,73,COL,
lu9pds8,74,COL,
lu9973u,75,COL,
lu9gzqg,76,COL,
lu9h8es,77,COL,
lu9h41n,78,COL,
lu9h6w7,79,COL,
lu9ebhu,80,COL,
lua44nc,81,COL,
lu9ncgs,82,COL,ALP
lu9hrxc,83,COL,
lu9vdf9,84,COL,
luatx8g,85,COL,
lubq065,86,COL,
lu9kszk,87,COL,
lu9hsg8,89,COL,
lu9mbs4,90,COL,
lu9ajd7,1,COL,
lu9mkiy,2,COL,
luaj1q0,3,COL,
lua98ke,4,COL,
lua0yrv,5,,
lua3cyl,6,COL,
luasn1h,7,COL,
lu9v6ef,8,COL,
lucrv7a,9,COL,
lud8r6v,10,COL,
luan4zg,11,COL,LNP
lubkjrp,12,,
lu9v23x,13,,
lu9wr1s,14,,
luayc98,15,COL,
lub7otk,16,COL,
lubbjtw,17,COL,
lub5h3l,18,COL,
lu9bzl2,19,COL,
lu9c1ol,20,COL,
lu9oiw8,21,COL,
lua96xt,22,COL,
lu9ihgl,23,,
luabktf,24,,
luap6y1,25,COL,
lu9gbic,26,COL,
luaa160,27,COL,ALP
lual8u4,28,,LNP
luaau9a,29,COL,
lubgtsu,30,COL,
luf5jpq,31,COL,
lub8ex2,32,COL,
lu9pqpu,33,COL,LNP
luaaza0,34,COL,
lua9mcb,35,COL,
luao7yo,36,COL,
lueo7tj,37,COL,
lubml2p,38,COL,
lu9by51,39,,
luazd84,40,COL,
lub0drk,41,COL,
lua72h9,42,COL,
lu9culm,43,COL,
lub47ym,44,COL,
lubnkyl,45,,
lubevew,46,,
lubmfh1,47,COL,
lua0yy6,48,COL,
lu9wx0f,49,COL,
lu9ydms,50,,
luaa81i,51,,
lubgib9,52,COL,
lu9ooy3,53,COL,
lu9psro,54,COL,ALP
lu9ij6m,55,COL,
lua0c9r,56,COL,
lu9vnbo,57,COL,
lubf2oz,58,COL,
luav5xe,59,COL,
lue6h8w,60,COL,
lu9xihn,61,COL,LNP
lu9pehp,62,COL,
lu9jq5g,63,COL,
lu9iolv,64,COL,
luf9c1e,65,COL,
luaza2h,66,,LNP
luaircp,67,COL,
luakaif,68,COL,
luasykp,69,COL,
luaekh7,70,,ALP
lubn3hm,71,COL,
lu9c5cr,72,COL,
lua2glu,73,,
lufc2xj,74,COL,
lublklt,75,,
lub6pf4,76,COL,
lua93qm,77,COL,
lua9ott,78,COL,
lua9e6a,79,,
luc12iu,80,,
lub4ex2,81,COL,
luaf0sr,82,COL,
luaa3wl,83,COL,
lu9s4bh,84,,
lubai8z,85,COL,
lua63ui,86,COL,
lu9ktr4,87,,
lub6b2h,1,,
lubh2g9,2,COL,
luameps,3,COL,
lubvr2h,4,COL,ALP
lu9y8rn,5,COL,ALP
lu9q15q,6,,
lubfj1v,7,,
lufb2zj,8,COL,
luevcgb,9,COL,ALP
lubyzow,10,,
luaktn6,11,COL,ALP
luetypn,12,COL,
lubr0u6,13,COL,
lubw3n8,14,COL,
luajib9,15,COL,
luabjhc,16,H,
luaajdz,17,COL,
lubfv08,18,COL,
lubi1wk,19,COL,
luaabzr,20,,
lubjnfj,21,COL,ALP
luabob5,22,,
lufga48,23,,
lu9tf7x,24,COL,
lubl91q,25,COL,
lu9u0lt,26,,
lub6st7,27,COL,
luf1ug8,28,COL,
luc09s0,29,COL,ALP
luaajlu,30,COL,
luafons,31,,
lu9dhwv,32,,
luaqjlr,33,,
lu9tzbn,34,COL,
luamsv7,35,COL,
lufgz5d,36,COL,
lu9yi58,37,COL,
lua7h27,38,COL,
luf5ruj,39,,
lucqzbj,40,COL,ALP
lua0b8n,41,COL,
lua0rgq,42,COL,
lueoefv,43,COL,ALP
lua0h8m,44,,
lubr3xd,45,COL,LNP
lu9yegg,46,COL,
lubi4oz,47,,
luec8gs,48,,
lubuog8,49,COL,
lu9yjd6,50,COL,
luebi8p,51,COL,
lua2t5m,52,COL,
luadr97,53,COL,
lu81pa7,54,,
lu6fobq,55,,LNP
lu8g2rf,56,,
lu6h40v,57,,LNP
lu8lndr,58,,
lu98ef6,59,,
lubsdt9,60,,LNP
lub21ms,61,,LNP
lu93x5l,62,,
lub26m6,63,,ALP
lubu05d,64,,
lub2f4x,65,,LNP
lub2aqt,66,,
lubbg1b,67,,LNP
lub2qgq,68,,
lub3d5p,69,,
lu5m1r7,70,YC,
lu5vnty,71,YC,
lu5lpkw,72,YC,
lu651lv,73,YC,
lu5ql7m,74,YC,
lu5vfau,75,YC,
lu878so,76,YC,
lu8p660,77,YC,
lu5mx97,78,YC,
lu5njj5,79,YC,
lu5sfos,80,YC,
lu5o2nr,81,YC,
lu8azgt,1,,
lu8mfz6,2,,
luc6q08,3,,
lu5nkml,4,,
lu5vyvx,5,YC,
lu5swk9,6,YC,
lu5lzax,7,,
lu5oaw3,8,YC,
lu5lslu,9,YC,
lu8e892,10,YC,
lu5my5c,11,YC,
lu8k2hj,12,YC,
lu5p1ns,13,YC,
lu68s1u,14,YC,
lu5m0ss,15,YC,
lu5pe3e,16,YC,
lu67xm6,17,YC,
lu5ij8u,18,,
lu5ehez,19,,
lu5eku6,20,,
lu5jcmm,21,,
lu5fbdj,22,,LNP
lu5i1uj,23,,ALP
lu5yoen,24,,ALP
lu5ema3,25,,
lu83cz0,26,,
lu5m703,27,,ALP
lu5izj5,28,,ALP
lu5guua,29,,
lu5epbo,30,,LNP
lu5j5fb,31,,LNP
lu5dkpt,32,,
lu5cmb9,33,,
lu5dhtu,34,,
lu5dp6i,35,,
lu5gsis,36,,
lu5cakg,37,,
lu89c8x,38,,
lu90nkj,39,,
lu9ep8m,40,,
lu5ddog,41,,
lu8stlq,42,,
luardeq,43,,
lu9s2b0,44,,
lu5e4ei,45,,
lu5j7f2,46,,
lubf7p5,47,,
lu5hke5,48,,
lu8zb2o,49,,
lu5h6im,50,,
lu5iws8,51,,
lu5xofa,52,,
lu5hquz,53,,
lu5inhs,54,,
lu5hjj0,55,,
lu88gh5,56,,
lu5lm55,57,,
lu5ixcd,58,,
lu8abgj,59,,
lu55k62,60,,
lu8pmt7,61,EI,
lubh3v1,62,EI,
lu8tvs1,63,EI,
lu56d74,64,EI,
lu5jxjg,65,EI,
lu9m68a,66,EI,
lu8v1qb,67,COL,
lu94dc1,68,,ALP
lufd4qw,69,EI,
lu5b3s0,70,,LNP
lu8x60g,71,,
luaw7px,72,EI,
lu9v472,73,,
luav1th,74,EI,
lu5azrw,75,,LNP
lu5lgv5,76,,LNP
lu5327u,77,,ALP
lu5ogpi,78,,LNP
lu97rd6,79,,LNP
lu5h96o,80,,
lu8oda8,81,,ALP
lu975uc,82,,ALP
lu8w3ct,83,,ALP
lu563uq,84,,ALP
lu8xe3s,85,,LNP
lu57epw,86,,LNP
lu5x7gj,87,,LNP
lu9mhcp,88,,
lu5p4tx,89,,
lu9k94m,90,,
lu95pj2,91,,ALP
lu9ifxd,92,,
lu83kqh,93,,LNP
lu6r17c,94,,
lu5aigr,1,,
lu65yd6,2,,ALP
lu6dfgm,3,,
lu5xns8,4,,
lu9rhvz,5,YC,
lu84o6k,6,,
lu67z46,7,,ALP
lu9xfyy,8,YC,
lu8l3p0,9,,ALP
lu8m42b,10,,
lu98rk5,11,,ALP
lu9zjkb,12,,
lu4xfty,13,,
lu55bqh,14,EI,
lu584tm,15,EI,
lu637p7,16,EI,
lu51shy,17,EI,
lu50nvt,18,EI,
lu99166,19,EI,
lu557hl,20,EI,
lu8r82v,21,EI,
lu58hyq,22,EI,
lu4zdt9,23,,
lu56m15,24,EI,
lu83cy7,25,EI,
lu54is8,26,EI,
lu50x3e,27,EI,
luag58d,28,EI,
lu5176g,29,EI,
lu80oxw,30,EI,
luaurcz,31,EI,
lu5pbxx,32,EI,
lu9b67y,33,EI,
lu4zs84,34,,
lu570q6,35,EI,
lu56d6y,36,EI,
lu5n4g7,37,EI,
lu5ntns,38,EI,
lu5239g,39,EI,
lu51j65,40,EI,
lu5822i,41,EI,
lu51ph2,42,EI,
lu52zje,43,EI,
lu9z1h8,44,EI,
lu5v7qz,45,EI,
lu9f8vi,46,EI,
lu58rbo,47,EI,
luavlq2,48,EI,
luavuqj,49,EI,
lu5y6ue,50,EI,
lu52iej,51,EI,
lu543s5,52,EI,
lu5l9m3,53,EI,
lu531if,54,EI,
lu523bt,55,EI,
lubr9sx,56,EI,
lu58hut,57,EI,
lua7rfi,58,EI,
lu8tu3u,59,EI,
lu5ak3p,60,,
luavhgh,61,EI,
lu6qxjv,62,EI,
lu535gt,63,EI,
lu54ya1,64,EI,
lu5m1qh,65,EI,
luav41k,66,,
luafufj,67,EI,
lu53gul,68,EI,
lu5p74k,69,EI,
lu5sn8n,70,EI,
lu4t605,71,,ALP
lu4ry6o,1,,
lu4s3wf,2,COL,ALP
lu4qjhk,3,COL,ALP
lu4tftk,4,,Greens
lu4tpq3,5,,Greens
lu4ufu8,6,,
lu5ym8x,7,,ALP
lu57f41,8,,Greens
lu4puby,9,,Greens
lu4w28m,10,COL,ALP
lu4t66w,11,,ALP
lu4qwa3,12,COL,ALP
lu4rr3o,13,,
lu507ok,14,,Greens
lu4qyrj,15,,ALP
lu4tspw,16,,ALP
lu4u0wb,17,,
lu4x74g,18,,ALP
lu4xygx,19,COL,
lu54hyn,20,COL,ALP
lu4r2b5,21,COL,ALP
lu4uuru,22,,Greens
lubnr64,23,,ALP
lu4vt2w,24,,Greens
lubw89a,25,,
lu4w3hb,26,,ALP
luea79r,27,,ALP
lu4je0x,28,,
lu4jc8m,29,,
lu4k5uq,30,,
lu4hgnv,31,,
lu4l3lh,32,,
lu4jl9z,33,,
lu4m6sx,34,,
lu4meb9,35,,
lu4pdxm,36,,
lu576ej,37,,
lu4iqfa,38,,
lu4pked,39,,
lu4j774,40,,
lu4n5lt,41,,
lu4jim7,42,,
lu4lpkv,43,,
lu4kvb2,44,,
lu57d3a,45,,
lu4m0bv,46,,
lu4l298,47,,
lu55m5b,48,,
lu4j0fc,49,,
lu4nnog,50,,
lu4my2m,51,,
lu4msde,52,,
lu5ad47,53,,
lu4lmmf,54,,
lu4l5n0,55,,
lu4o1o6,56,,
lu4lx8r,57,,
lu4lc99,58,,
lu4qddr,59,,
lu55fij,60,,
lu4o2wc,61,,
lu664jo,62,,LNP
lu4wbqn,63,,LNP
lu55237,64,,
lu55yqb,65,,LNP
lu4f1o9,66,,ALP
lu522b3,67,,LNP
lu48so4,68,,LNP
lu4y3w4,69,,LNP
lu47zcp,70,,
lu8w9go,71,,LNP
lu5dmsy,72,,
lu5efkr,73,,
lu5htr1,74,,
lu4f3xz,75,,
lu4jxl6,76,,
lu4i632,77,,LNP
lu4ipp0,78,,
lu4k0tp,79,,
lu4fmlc,80,,
lu4p7e8,81,,ALP
lu4kkph,82,,
lu4o6sr,83,,
lu4wvap,84,,
lu4rnyw,85,,
lu4zety,86,,
lu57q38,87,,
lu4rt5b,88,,LNP
lu4k811,89,,
lu9wr48,90,,
lua2zqw,91,,LNP
luafdf3,92,,
lube9ck,93,,
lu55891,94,,
lu5jev1,95,,
lu5e436,96,,
lu5jgxk,97,,
lu5pjaq,98,,
lu4vp6a,99,,LNP
lu4l9tq,100,,ALP
lu5oduv,101,,ALP
lu9wloc,102,,
lu55haa,103,,
lubsfto,104,,LNP
lubj4ky,105,,
lu5b6qx,106,,
lu5d97t,107,,
lu9qty0,108,,
lu5ppim,109,,
lu5ejva,110,,
lu64tmc,111,,
lu8ivtf,1,,
lu8nal4,2,,
lu8o9rf,3,,
lu9r69k,4,,
lu9t7f3,5,,
lua2tk4,6,,
luay0i3,7,,
lubjn4z,8,,
lublqyn,9,,LNP
lubp331,10,,ALP
lubso3u,11,,
lueq6ds,12,,
lufda6s,13,,
lu46x04,14,AL,Greens
lu3ztre,15,,Greens
lu4ni5g,16,,Greens
lu450gd,17,,Greens
lu3y2bn,18,,Greens
lu4bdmp,19,,Greens
lu3zr7w,20,,
lu426fs,21,,Greens
lu48zhm,22,,Greens
lu41bje,23,,Greens
lu4l256,24,,Greens
lu49v10,25,,
lu4qlyk,26,,
lu4doxk,27,,Greens
lu63aet,28,,Greens
lu43bxk,29,,Greens
lu4ze1z,30,,Greens
lu4lj4w,31,,
lu49ngp,32,,
lu514nq,33,,Greens
lu565re,34,,
lu56952,35,,
lu425qw,36,,Greens
lu4gxf2,37,,Greens
lu4kxjd,38,,
lu4t5fh,39,,
lu4b71a,40,,
lu50pbe,41,,ALP
lu461mo,42,,Greens
lu4jgjn,43,,ALP
lu40c6j,44,,Greens
lu48jp4,45,,AL
lu476gt,46,,ALP
lu4k92o,47,,
lu6pq43,48,,Greens
lu4bwap,49,,Greens
lu5fr3x,50,,Greens
lu94i7c,51,,Greens
lu4ck9v,52,,
lu4vkq1,53,,Greens
lu4cewf,54,,
lu4xr5q,55,,Greens
lu5aowl,56,,Greens
lu4woay,57,,
lu5az0x,58,,Greens
lu5qqhp,59,,Greens
lu44j1i,60,,Greens
lu4q0q0,61,,Greens
lu47qx8,62,,Greens
lu4xl0w,1,,Greens
lu4at6m,2,,ALP
lu918c7,3,COL,ALP
lu3yb8v,4,COL,
lu4oxma,5,,LNP
lu55nly,6,,Greens
lu49ook,7,,ALP
lu9009u,8,,ALP
lu4veou,9,COL,Greens
lu4o4oq,10,,Greens
lu4nunz,11,,Greens
lu9frlg,12,,
lu45iep,13,,LNP
lu4jse6,14,,ALP
lu46fgy,15,,LNP
lu5aip2,16,,Greens
lu4e6ia,17,,Greens
lu4n6mn,18,AL,Greens
lu4rf9r,19,,
lu4d6qx,20,,ALP
lu4fvgz,21,,Greens
lu47oh6,22,,Greens
lu441fj,23,,Greens
lu4h7bk,24,,Greens
lu43qyq,25,,
lu44bkl,26,COL,Greens
lu46fxr,27,,
lu42up8,28,,ALP
lu4uvag,29,,Greens
lu4cxv4,30,,
lu9rvuy,31,,Greens
lu6gy4b,32,,Greens
lu46k0d,33,,Greens
lu4plnn,34,,Greens
lu4a86w,35,,ALP
lu4crfc,36,,ALP
lu4evnh,37,,LNP
lu4e4t7,38,YC,
lu4ej83,39,,Greens
lu4f6mj,40,,Greens
lu4fhsz,41,,LNP
lu4vm71,42,,ALP
lu4f330,43,,ALP
lu4h02k,44,,Greens
lu4prkp,45,COL,Greens
lu42sc4,46,COL,
lu4302l,47,COL,
lu4a9xf,48,,Greens
lu4vthe,49,,Greens
lu4v1aj,50,,Greens
lu45zof,51,,ALP
lu4eehv,52,,ALP
lu4h20u,53,,
lu4och4,54,,
lu4par7,55,,ALP
lu542cl,56,COL,Greens
lu4zws3,57,,
lu58vxy,58,,Greens
lu63v28,59,,Greens
lu4f1ap,60,,Greens
lu4epq0,61,,ALP
lu4d5sv,62,,ALP
lu4ykb3,63,,ALP
lu4b1nn,64,,Greens
lu4ccnp,65,COL,Greens
lu59d25,66,,ALP
lu56aha,67,,Greens
lu9ra6c,68,,Greens
lu4mju7,69,,ALP
lu4dh3g,70,,
lu49kb8,71,,Greens
lu4cjl7,72,,Greens
lu482xl,73,,Greens
lu47r4f,1,null,ALP
lu4vqa3,2,null,null
lu4fcz1,3,null,null
lub85fp,4,null,null
lu6juv5,5,null,null
lu4ip3w,6,null,LNP
lu47siw,7,null,null
lu5sesg,8,null,ALP
lu4x3sm,9,null,null
lu4wxfx,10,null,null
lu4gslc,11,YC,ALP
lu4w1xw,12,null,LNP
lu4s9vl,13,null,null
lu4slkr,14,null,Greens
lu4p6bv,15,null,Greens
lu4vphx,16,null,null
lu5f55y,17,null,null
lu4ykit,18,null,null
lu8q1m0,19,null,null
lu48wd8,20,AL,LNP
lu4ir7d,21,null,ALP
lu4wvnx,22,null,null
lu4q9ra,23,null,Greens
lu4ryfl,24,null,ALP
lu4i67g,25,null,ALP
lu4ro2q,26,null,ALP
lu4ott1,27,null,ALP
lu4c9xg,28,null,null
lu4opyr,29,null,Greens
lu4h7zn,30,null,ALP
lu54rzo,31,null,LNP
lu97zuu,32,null,null
lu4jfop,33,null,ALP
lu4vfel,34,null,ALP
lu5754h,35,null,null
lu4y5mr,36,null,null
lu4in3q,37,null,ALP
lu4vcfn,38,null,Greens
lu5x8fm,39,null,Greens
lu4wow5,40,null,Greens
lu5dgo4,41,null,null
lu4dpl9,42,null,ALP
lu4lrwn,43,null,null
lu4sytw,44,null,Greens
lu4sgge,45,null,ALP
lu511ah,46,null,null
lu4v156,47,COL,ALP
lu6jzqf,48,null,null
lu4eua9,49,null,ALP
lu4ye69,50,null,Greens
lu9d259,51,null,Greens
lu4vmz9,52,null,null
lu4vyll,53,null,ALP
lu4yl5i,54,YC,LNP
lu5ka7u,55,null,null
lu4wxmo,56,null,null
lu86jl3,57,null,null
lu591qb,58,EI,ALP
lu4mrs3,59,YC,LNP
lu4syu2,60,null,Greens
lu53y2a,61,null,null
lu4fl1l,62,null,Greens
lu5kani,63,null,null
lu8viq5,64,null,null
lub69c8,65,null,null
lu5hn1x,66,null,null
lu97t86,67,null,null
lu4tovl,68,YC,LNP
lu4z1ns,69,null,Greens
lu9tunl,70,null,null
lu4gq5s,71,null,null
lu5ruv1,72,null,Greens
lu5peek,73,null,null
lu5kydp,74,null,null
lu4z9yc,75,null,null
luav8zh,76,null,null
lu4odku,77,null,Greens
lu5ry8f,1,YC,ALP
lu51t6m,5,COL,ALP
lu52lmd,8,COL,ALP
lu3rves,10,COL,LNP
lu3unzd,14,COL,
lu3saq7,24,COL,ALP
lu3tb5t,28,COL,
lu3znmj,37,COL,
lu3z6jy,38,COL,
lu41cg5,47,COL,
lu45a85,51,COL,LNP
lu3sk82,52,COL,
lu4778r,56,COL,ALP
lu4z6q7,57,COL,
lu52hhz,58,COL,
lu3sftt,66,COL,LNP
lu67g7k,67,COL,
lu3ztc8,69,COL,
lu3v8bk,71,COL,LNP
lu40xrh,75,COL,
lu40cqq,77,COL,
lu47p7q,79,COL,
lu4sr4a,80,COL,
lu6g1jk,83,COL,
lu45vqs,84,COL,
lu5gmsz,1,COL,
lu6ap2g,2,COL,
lu3s05m,3,COL,
lu8gct4,4,COL,LNP
lu3vvvp,5,COL,LNP
lu50gac,6,COL,
lu3tkyg,7,COL,
lu3xxbj,8,COL,
lu5ao60,9,COL,
lu8ii66,10,COL,
lu93sjn,11,COL,ALP
lu412n6,12,COL,
lu4aokw,13,null,
lu4ol37,14,COL,
lu3z4ft,15,null,
lu3x252,16,COL,
lu3vaj3,17,COL,
lu48i90,18,COL,
ludpzk1,19,COL,
lu3ztbq,20,COL,
lu49e6f,21,COL,
lu4g8mc,22,COL,
lu49z8m,23,COL,
lu50ewh,24,COL,
luaanac,25,COL,
lu490bg,26,COL,
lu8c7mi,27,COL,
lu485yg,28,COL,
lu4v1r7,29,COL,
lu43qct,30,COL,
lu47vrn,31,COL,
lu49m2d,32,COL,
lu45mcw,33,COL,
lu4c23h,34,null,
lu3zhjp,35,COL,
lu41zan,36,null,
lu4936t,37,COL,
lu3zpsm,38,COL,
lu4972z,39,COL,
lu3ze16,40,COL,
lu4x9t5,41,COL,
lu592h3,42,COL,
lu5pvyc,43,COL,ALP
lu42kdi,44,COL,
lu4ff9y,45,COL,
lu4n3om,46,COL,
lu479bv,47,COL,
lu3uv6h,48,COL,
lu3x5ym,49,COL,
lu3svd8,50,COL,
lu3slf8,51,COL,
lu4105g,52,COL,
lu45ynd,53,COL,LNP
lu40pkr,54,COL,LNP
lu57fv4,55,COL,
lu50sgx,56,COL,
lu3yr9g,57,COL,
lu4k394,58,COL,ALP
lu50j9v,59,null,
lu3yvzr,60,null,
lu3ytyv,61,null,
lu437et,62,null,
lu4bnzz,63,null,
lu46p57,64,COL,
lu48vwx,65,COL,
lu4if48,66,COL,
lu49yed,67,COL,
lu478xd,68,COL,
lu4cd0s,69,H,
lu45dzz,70,COL,
lu4vevs,71,COL,
lu482yc,72,COL,
lu4zqyq,73,COL,
lu4anpt,74,COL,
lu3vodp,75,COL,
lu9bpcb,76,COL,
lu3yj4i,77,COL,
lu3th72,78,null,
lu42uol,79,COL,
lu4p2mb,80,COL,ALP
lu53upk,81,COL,
lu5cwce,82,COL,
lu4tdfe,83,COL,
lu41gzg,84,COL,
lu49zmp,85,COL,
lu4vlf0,86,COL,
lu4awvg,87,COL,
lu4iipv,88,COL,
lu4a6sa,89,COL,
lu48nh4,90,COL,
lu4fjac,91,COL,
lu4ui0y,92,COL,
lu4c0ft,93,COL,
lu3wu3l,94,COL,
lu4yfc7,95,COL,
lu3uz99,96,COL,
lu3vv52,97,COL,
lu3v038,98,COL,
lu50hj7,99,COL,ALP
lu56brx,100,COL,
lu41tl7,101,COL,
lu4c8c0,102,COL,
lu4avey,103,null,
lu4fro8,104,null,
luac8ax,105,COL,
lu3y36t,106,COL,
lu4321o,107,COL,
lu8ktz6,1,,
lu42ayp,2,COL,
lu4e1eq,3,COL,
lu4s8d3,4,,
luaea87,5,COL,
lu459xb,6,,
lu44227,7,COL,ALP
lu8w3xi,8,COL,
lu42s23,9,COL,
lu4grut,10,COL,ALP
lu5b5z9,11,,
lubgpzv,12,COL,
lu44ks1,13,COL,ALP
lu45env,14,,
lu8424d,15,,
lu46kek,16,COL,
lu46bic,17,,
lu514jk,18,COL,ALP
lu46nhh,19,,
lu5m6zl,20,,
lu47rle,21,,
lu3azqy,22,,ALP
lu39yx3,23,,ALP
lu399nh,24,,ALP
lu37xz4,25,,
lu3a0ij,26,,
lu36f1m,27,,
lu3rfue,28,,
lu3zuux,29,,ALP
lu3rquh,30,,
lu3n98p,31,,
lu3qxh6,32,,LNP
lu41r2v,33,YC,LNP
lu3ccfs,34,,
lu3tf3a,35,,
lu3a922,36,,
lu50sig,37,,LNP
lu3h9pe,38,,
lu36et9,39,,
lu3cnxn,40,,
lu3gbng,41,,ALP
lu3g2bm,42,,LNP
lu52j1h,43,,LNP
lu5chtu,44,,
lu5xv5v,45,,
lu3mam5,46,,
lu3hxv2,47,,
lu3o14w,48,,ALP
lu4ak2e,49,,
lu59nxt,50,,
lu3e1h9,51,,
lu38nf9,52,,
lu3r7hg,53,YC,LNP
lu3euh4,54,,
lu3gzme,55,COL,
lu3hmat,56,,LNP
lu3fsap,57,,ALP
lu3m81m,58,,
lu3iz7x,59,,ALP
lu3kvfp,60,,ALP
lu3ejwl,61,,ALP
lu4aqjj,62,,ALP
lu3halu,63,,
lu3ptgu,64,,ALP
lu4vwoh,65,,
lu3bg9f,66,,
lu3head,67,,
lu3bo50,68,,
lu3a9gp,69,,
lu3h9zu,70,,ALP
lu5c730,71,,ALP
lu8zg96,72,,
lu3bhse,73,,
lu3im15,74,,
lu3lwdr,75,,
lu50ddb,76,YC,LNP
lu3hll4,77,,ALP
lu3eta2,78,,
lu3hhd6,79,,LNP
lu3dxvb,80,,LNP
lu3x5uj,81,,LNP
lu36u5f,82,,
lu3b74j,83,,LNP
lu41204,84,,
lu50mrj,85,,
lu3h8ka,86,,
lu3hxdw,87,,ALP
lu4zpcr,88,,LNP
lu3pn7m,89,H,
lu41wut,1,,
lu3l0m2,2,,
lu3n1jh,3,YC,LNP
lu4aze8,4,COL,ALP
lu4b6yn,5,,
lu3lamj,6,EI,ALP
lu4zszj,7,,
lu4benv,8,AL,ALP
lu4d0t2,9,,ALP
lu4mbum,10,,ALP
lu3ce5n,11,,ALP
lu3m1hy,12,,
lu3iznp,13,,
lu3jvy0,14,,LNP
lu5d5d0,15,,ON
lu3ca9d,16,,
lu3k73n,17,,
lu3dkmf,18,,ALP
lu3lhfp,19,,
lu3l8on,20,,
lu3gyc8,21,,
lu3kxhg,22,,
lu3gxwe,23,,
lu3fiy9,24,,
lu3hocb,25,,
lu3zyca,26,,LNP
lu3e9m9,27,,
lu3zc5v,28,,
lu3lqow,29,,ALP
lu3q22e,30,,LNP
lu4m45x,31,YC,LNP
lu60sbc,32,,ALP
lu4fku4,33,,LNP
lu3j5wm,34,,
lu4zxbr,35,,
lu3eg44,36,,
lu3moc2,37,,
lu3q7yx,38,,
lu3mh0g,39,,LNP
lu5daxv,40,,ON
lu3gwn5,41,,
lu3l808,42,,
